x,y
強化ｶﾞﾗｽ t10 W2039.5×H3500,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ｶﾞﾗｽ t6 W100×H1800,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
強化ｶﾞﾗｽ t8 W1875×H3450,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
強化ｶﾞﾗｽ t8 W1943×H3450,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
強化ｶﾞﾗｽ t8 W1995×H3450,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
型板ｶﾞﾗｽ t4 W150×H150,型板ガラス ４㍉
耐熱強化ｶﾞﾗｽ t8 2.00m2以下,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ８㍉
倍強度ｶﾞﾗｽ 厚さ 8㎜ 特寸 6.0㎡以下,HSﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
複層ｶﾞﾗｽ FL5+A12+FL5 2.00m2以下,ﾍﾟｱｶﾞﾗｽ FL5+A12+FL5
複層ｶﾞﾗｽ FL5+A12+FL5 2.00m2以下,ﾍﾟｱｶﾞﾗｽ FL5+A12+FL5
複層ｶﾞﾗｽ FL5+A12+FL5 4.00m2以下,ﾍﾟｱｶﾞﾗｽ FL5+A12+FL5
複層ｶﾞﾗｽ FL6+A12+FL5 4.00m2以下,ﾍﾟｱｶﾞﾗｽ FL5+A12+FL6
複層ｶﾞﾗｽ LowE10+A12+FL10 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL10
複層ｶﾞﾗｽ LowE10+A12+FL12 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL12
複層ｶﾞﾗｽ LowE12+A12+FL12 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E12+A12+FL12
複層ｶﾞﾗｽ LowE12+A12+FL15 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E12+A12+FL15
複層ｶﾞﾗｽ LowE4+A12+FL4 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E4+A12+FL4
複層ｶﾞﾗｽ LowE5+A12+FL10 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL10
複層ｶﾞﾗｽ LowE5+A12+FL5 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E5+A12+FL5
複層ｶﾞﾗｽ LowE5+A12+FL5 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E5+A12+FL5
複層ｶﾞﾗｽ LowE5+A12+FL6 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E5+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL6 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL6 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL6 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL6 6.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL6 6.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL8 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL8
複層ｶﾞﾗｽ LowE6+A6+FL6 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A6+FL6
複層ｶﾞﾗｽ LowE6+A6+FL6 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A6+FL6
複層ｶﾞﾗｽ LowE8+A12+FL10 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL10
複層ｶﾞﾗｽ LowE8+A12+T8 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+強化8
複層ｶﾞﾗｽ LowE8+A12+T8 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+強化8
複層ｶﾞﾗｽ LowE8+A12+T8 6.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+強化8
複層ｶﾞﾗｽ T8+A8+T8 2.00m2以下,ﾍﾟｱｶﾞﾗｽ 強化8+A8+強化8
複層ｶﾞﾗｽ LowE8+A12+T8 W1875×H3450,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+強化8
複層ｶﾞﾗｽ LowE8+A12+T8 W1884×H3450,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+強化8
網入みがき板ｶﾞﾗｽ 厚さ10 W1094×H1027.2,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W1250×H1990,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W1251×H1027.2,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W1408×H1027.2,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W1565×H1027.2,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W1585×H1134,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W1585×H745,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W1700×H1490,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W1722×H1027.2,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W1879×H1027.2,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W2036×H1027.2,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W2193×H1027.2,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W2350×H1027.2,異形網入磨ガラス(ﾋｼ) １０㍉
網入みがき板ｶﾞﾗｽ 厚さ10 W500×H790,異形網入磨ガラス(ﾋｼ) １０㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ 厚さ15 特寸 2.18㎡以下,透明フロート １５㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ 厚さ15 特寸 4.45㎡以下,透明フロート １５㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ 厚さ15 特寸 6.81㎡以下,透明フロート １５㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ 厚さ15 特寸 9.09㎡以下,透明フロート １５㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ 厚さ5 特寸 2.18㎡以下,透明フロート ５㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ 厚さ5 特寸 2.18㎡以下,透明フロート ５㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ 厚さ5 特寸 4.45㎡以下,透明フロート ５㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ 厚さ6 特寸 4.45㎡以下,透明フロート ６㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ 厚さ6 W100×H1800,透明フロート ６㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ 厚さ6 W100×H900,透明フロート ６㍉
強化ｶﾞﾗｽ 厚さ 5㎜ 平面 4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ５㍉
強化ｶﾞﾗｽ 厚さ 6㎜ 平面 2.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
強化ｶﾞﾗｽ 厚さ 6㎜ 平面 4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
強化ｶﾞﾗｽ 厚さ 6㎜ 平面 6.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
型板ｶﾞﾗｽ 厚さ4 W100×H100,型板ガラス ４㍉
型板ｶﾞﾗｽ 厚さ6 W100×H1800,型板ガラス ６㍉
型板ｶﾞﾗｽ 厚さ6 W150×H1800,型板ガラス ６㍉
複層ｶﾞﾗｽ LowE5+A12+FL5 特寸 2.0㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E5+A12+FL5
複層ｶﾞﾗｽ LowE5+A12+FL5 特寸 4.0㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E5+A12+FL5
複層ｶﾞﾗｽ LowE5+A12+FL5 特寸 6.0㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E5+A12+FL5
複層ｶﾞﾗｽ LowE5+A12+FL5 特寸2.0㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E5+A12+FL5
複層ｶﾞﾗｽ LowE5+A12+FL5 特寸4.0㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E5+A12+FL5
複層ｶﾞﾗｽ LowE6+A12+FL6 特寸 2.0㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL6 特寸 4.0㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL6 特寸 6.0㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE8+A12+FL8 特寸 6.0㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
複層ｶﾞﾗｽ LowE8+A12+FL8 特寸2.0㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
複層ｶﾞﾗｽ LowE8+A12+FL8 特寸4.0㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
複層ｶﾞﾗｽ LowE8+A12+FL8 特寸6.0㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
網入みがき板ｶﾞﾗｽ 厚さ10 特寸 2.18㎡以下,網入磨ガラス(ﾋｼ) １０㍉
